user_id,category,total,month
051b40d545a7e3ff3133892e46821d73ce5a677b,restaurants,-78.93,2021-05
051b40d545a7e3ff3133892e46821d73ce5a677b,telephone,-20.0,2021-03
051b40d545a7e3ff3133892e46821d73ce5a677b,telephone,-20.0,2021-04
051b40d545a7e3ff3133892e46821d73ce5a677b,telephone,-20.0,2021-05
051b40d545a7e3ff3133892e46821d73ce5a677b,utilities,-187.0,2021-03
051b40d545a7e3ff3133892e46821d73ce5a677b,utilities,-187.0,2021-04
051b40d545a7e3ff3133892e46821d73ce5a677b,utilities,-187.0,2021-05
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,groceries,-414.19,2021-03
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,groceries,-271.51,2021-04
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,groceries,-182.29,2021-05
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,insurance,-16.02,2021-03
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,insurance,-16.02,2021-04
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,insurance,-16.02,2021-05
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,mortgages,-348.43,2021-03
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,mortgages,-348.43,2021-04
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,mortgages,-348.43,2021-05
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,paychecks,2044.09,2021-03
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,paychecks,2044.09,2021-04
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,paychecks,2044.09,2021-05
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,restaurants,-91.04,2021-03
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,restaurants,-88.04,2021-04
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,restaurants,-217.56,2021-05
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,telephone,-8.0,2021-03
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,telephone,-8.0,2021-04
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,telephone,-8.0,2021-05
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,utilities,-113.27,2021-03
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,utilities,-113.27,2021-04
063bb2e5bb8d96e4dbeb499352441a1a4121c0e8,utilities,-113.27,2021-05
069a2b627835fe2093080c9af2b7247105850c45,cable,-14.31,2021-03
069a2b627835fe2093080c9af2b7247105850c45,cable,-14.31,2021-04
069a2b627835fe2093080c9af2b7247105850c45,cable,-14.31,2021-05
069a2b627835fe2093080c9af2b7247105850c45,groceries,-256.01,2021-03
069a2b627835fe2093080c9af2b7247105850c45,groceries,-244.45,2021-04
069a2b627835fe2093080c9af2b7247105850c45,groceries,-352.04,2021-05
069a2b627835fe2093080c9af2b7247105850c45,healthcare,-10.59,2021-03
069a2b627835fe2093080c9af2b7247105850c45,healthcare,-10.59,2021-04
069a2b627835fe2093080c9af2b7247105850c45,healthcare,-10.59,2021-05
069a2b627835fe2093080c9af2b7247105850c45,insurance,-38.97,2021-03
069a2b627835fe2093080c9af2b7247105850c45,insurance,-38.97,2021-04
069a2b627835fe2093080c9af2b7247105850c45,insurance,-38.97,2021-05
069a2b627835fe2093080c9af2b7247105850c45,other-income,3.49,2021-03
069a2b627835fe2093080c9af2b7247105850c45,other-income,3.49,2021-04
069a2b627835fe2093080c9af2b7247105850c45,other-income,3.49,2021-05
069a2b627835fe2093080c9af2b7247105850c45,paychecks,1282.48,2021-03
069a2b627835fe2093080c9af2b7247105850c45,paychecks,1282.48,2021-04
069a2b627835fe2093080c9af2b7247105850c45,paychecks,1282.48,2021-05
069a2b627835fe2093080c9af2b7247105850c45,restaurants,-53.28,2021-03
069a2b627835fe2093080c9af2b7247105850c45,restaurants,-36.6,2021-04
069a2b627835fe2093080c9af2b7247105850c45,restaurants,-21.63,2021-05
069a2b627835fe2093080c9af2b7247105850c45,service,-5.0,2021-03
069a2b627835fe2093080c9af2b7247105850c45,service,-5.0,2021-04
069a2b627835fe2093080c9af2b7247105850c45,service,-5.0,2021-05
069a2b627835fe2093080c9af2b7247105850c45,taxes,-171.0,2021-03
069a2b627835fe2093080c9af2b7247105850c45,taxes,-171.0,2021-04
069a2b627835fe2093080c9af2b7247105850c45,taxes,-171.0,2021-05
069a2b627835fe2093080c9af2b7247105850c45,telephone,-9.0,2021-03
069a2b627835fe2093080c9af2b7247105850c45,telephone,-9.0,2021-04
069a2b627835fe2093080c9af2b7247105850c45,telephone,-9.0,2021-05
069a2b627835fe2093080c9af2b7247105850c45,utilities,-88.97,2021-03
069a2b627835fe2093080c9af2b7247105850c45,utilities,-88.97,2021-04
069a2b627835fe2093080c9af2b7247105850c45,utilities,-88.97,2021-05
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,automotive,-35.6,2021-03
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,automotive,-35.6,2021-04
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,automotive,-35.6,2021-05
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,cable,-81.5,2021-03
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,cable,-81.5,2021-04
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,cable,-81.5,2021-05
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,groceries,-426.05000000000007,2021-03
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,groceries,-210.95,2021-04
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,groceries,-160.42000000000004,2021-05
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,loans,-154.92,2021-03
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,loans,-154.92,2021-04
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,loans,-154.92,2021-05
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,other-income,100.0,2021-03
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,other-income,100.0,2021-04
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,other-income,100.0,2021-05
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,paychecks,1493.11,2021-03
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,paychecks,1493.11,2021-04
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,paychecks,1493.11,2021-05
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,rent,-390.0,2021-03
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,rent,-390.0,2021-04
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,rent,-390.0,2021-05
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,restaurants,-573.6099999999999,2021-03
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,restaurants,-636.4,2021-04
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,restaurants,-235.69,2021-05
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,telephone,-14.5,2021-03
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,telephone,-14.5,2021-04
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,telephone,-14.5,2021-05
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,utilities,-30.0,2021-03
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,utilities,-30.0,2021-04
078ec1d2ecd4f5f853dfcf3b69e9dd436a350ccd,utilities,-30.0,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,automotive,-383.11,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,automotive,-383.11,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,automotive,-383.11,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,cable,-153.86,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,cable,-153.86,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,cable,-153.86,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,groceries,-218.18,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,groceries,-305.0900000000001,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,groceries,-252.32,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,healthcare,-13.0,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,healthcare,-13.0,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,healthcare,-13.0,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,insurance,-206.35,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,insurance,-206.35,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,insurance,-206.35,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,loans,-150.34,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,loans,-150.34,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,loans,-150.34,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,other-income,84.6,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,other-income,84.6,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,other-income,84.6,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,paychecks,3115.4,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,paychecks,3115.4,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,paychecks,3115.4,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,restaurants,-47.0,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,restaurants,-155.76999999999995,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,restaurants,-47.16,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,service,-37.49,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,service,-37.49,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,service,-37.49,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,taxes,-170.0,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,taxes,-170.0,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,taxes,-170.0,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,telephone,-130.06,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,telephone,-130.06,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,telephone,-130.06,2021-05
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,utilities,-132.76999999999998,2021-03
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,utilities,-132.76999999999998,2021-04
0870539f4b6f6e79d93d0dcfdfdaccb6e0f1d320,utilities,-132.76999999999998,2021-05
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,cable,-86.53999999999998,2021-03
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,cable,-86.53999999999998,2021-04
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,cable,-86.53999999999998,2021-05
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,groceries,-86.18,2021-03
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,groceries,-41.98,2021-04
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,groceries,-48.56000000000001,2021-05
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,insurance,-84.13,2021-03
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,insurance,-84.13,2021-04
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,insurance,-84.13,2021-05
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,loans,-407.0,2021-03
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,loans,-407.0,2021-04
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,loans,-407.0,2021-05
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,mortgages,-222.82,2021-03
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,mortgages,-222.82,2021-04
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,mortgages,-222.82,2021-05
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,paychecks,3732.0,2021-03
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,paychecks,3732.0,2021-04
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,paychecks,3732.0,2021-05
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,restaurants,-189.44,2021-03
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,restaurants,-70.86,2021-04
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,restaurants,-128.5,2021-05
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,service,-60.33,2021-03
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,service,-60.33,2021-04
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,service,-60.33,2021-05
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,telephone,-10.0,2021-03
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,telephone,-10.0,2021-04
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,telephone,-10.0,2021-05
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,utilities,-59.01,2021-03
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,utilities,-59.01,2021-04
09fb885ed2c98ed6a51c3998c1ed3d86bfb9c6fa,utilities,-59.01,2021-05
0c7424d1a686cd9f65ffb79953512c8e5645beb0,cable,-110.09,2021-03
0c7424d1a686cd9f65ffb79953512c8e5645beb0,cable,-110.09,2021-04
0c7424d1a686cd9f65ffb79953512c8e5645beb0,cable,-110.09,2021-05
0c7424d1a686cd9f65ffb79953512c8e5645beb0,groceries,-581.49,2021-03
0c7424d1a686cd9f65ffb79953512c8e5645beb0,groceries,-512.4399999999998,2021-04
0c7424d1a686cd9f65ffb79953512c8e5645beb0,groceries,-402.09,2021-05
0c7424d1a686cd9f65ffb79953512c8e5645beb0,insurance,-17.990000000000006,2021-03
0c7424d1a686cd9f65ffb79953512c8e5645beb0,insurance,-17.990000000000006,2021-04
0c7424d1a686cd9f65ffb79953512c8e5645beb0,insurance,-17.990000000000006,2021-05
0c7424d1a686cd9f65ffb79953512c8e5645beb0,paychecks,4611.74,2021-03
0c7424d1a686cd9f65ffb79953512c8e5645beb0,paychecks,4611.74,2021-04
0c7424d1a686cd9f65ffb79953512c8e5645beb0,paychecks,4611.74,2021-05
0c7424d1a686cd9f65ffb79953512c8e5645beb0,restaurants,-171.39,2021-03
0c7424d1a686cd9f65ffb79953512c8e5645beb0,restaurants,-311.81,2021-04
0c7424d1a686cd9f65ffb79953512c8e5645beb0,restaurants,-241.12000000000003,2021-05
0c7424d1a686cd9f65ffb79953512c8e5645beb0,service,-4.0,2021-03
0c7424d1a686cd9f65ffb79953512c8e5645beb0,service,-4.0,2021-04
0c7424d1a686cd9f65ffb79953512c8e5645beb0,service,-4.0,2021-05
0c7424d1a686cd9f65ffb79953512c8e5645beb0,taxes,-226.83,2021-03
0c7424d1a686cd9f65ffb79953512c8e5645beb0,taxes,-226.83,2021-04
0c7424d1a686cd9f65ffb79953512c8e5645beb0,taxes,-226.83,2021-05
0c7424d1a686cd9f65ffb79953512c8e5645beb0,telephone,-44.26,2021-03
0c7424d1a686cd9f65ffb79953512c8e5645beb0,telephone,-44.26,2021-04
0c7424d1a686cd9f65ffb79953512c8e5645beb0,telephone,-44.26,2021-05
0c7424d1a686cd9f65ffb79953512c8e5645beb0,utilities,-78.37,2021-03
0c7424d1a686cd9f65ffb79953512c8e5645beb0,utilities,-78.37,2021-04
0c7424d1a686cd9f65ffb79953512c8e5645beb0,utilities,-78.37,2021-05
0daaece79628b919f1ab128fbe07e6219f16133a,automotive,-7.0,2021-03
0daaece79628b919f1ab128fbe07e6219f16133a,automotive,-7.0,2021-04
0daaece79628b919f1ab128fbe07e6219f16133a,automotive,-7.0,2021-05
0daaece79628b919f1ab128fbe07e6219f16133a,cable,-41.37,2021-03
0daaece79628b919f1ab128fbe07e6219f16133a,cable,-41.37,2021-04
0daaece79628b919f1ab128fbe07e6219f16133a,cable,-41.37,2021-05
0daaece79628b919f1ab128fbe07e6219f16133a,groceries,-545.3100000000002,2021-03
0daaece79628b919f1ab128fbe07e6219f16133a,groceries,-284.38000000000005,2021-04
0daaece79628b919f1ab128fbe07e6219f16133a,groceries,-329.80999999999995,2021-05
0daaece79628b919f1ab128fbe07e6219f16133a,loans,-236.86,2021-03
0daaece79628b919f1ab128fbe07e6219f16133a,loans,-236.86,2021-04
0daaece79628b919f1ab128fbe07e6219f16133a,loans,-236.86,2021-05
0daaece79628b919f1ab128fbe07e6219f16133a,mortgages,-427.68,2021-03
0daaece79628b919f1ab128fbe07e6219f16133a,mortgages,-427.68,2021-04
0daaece79628b919f1ab128fbe07e6219f16133a,mortgages,-427.68,2021-05
0daaece79628b919f1ab128fbe07e6219f16133a,other-income,5.0,2021-03
0daaece79628b919f1ab128fbe07e6219f16133a,other-income,5.0,2021-04
0daaece79628b919f1ab128fbe07e6219f16133a,other-income,5.0,2021-05
0daaece79628b919f1ab128fbe07e6219f16133a,paychecks,2006.66,2021-03
0daaece79628b919f1ab128fbe07e6219f16133a,paychecks,2006.66,2021-04
0daaece79628b919f1ab128fbe07e6219f16133a,paychecks,2006.66,2021-05
0daaece79628b919f1ab128fbe07e6219f16133a,restaurants,-206.6,2021-03
0daaece79628b919f1ab128fbe07e6219f16133a,restaurants,-198.63,2021-04
0daaece79628b919f1ab128fbe07e6219f16133a,restaurants,-187.15000000000003,2021-05
0daaece79628b919f1ab128fbe07e6219f16133a,service,-2.0,2021-03
0daaece79628b919f1ab128fbe07e6219f16133a,service,-2.0,2021-04
0daaece79628b919f1ab128fbe07e6219f16133a,service,-2.0,2021-05
0daaece79628b919f1ab128fbe07e6219f16133a,telephone,-8.0,2021-03
0daaece79628b919f1ab128fbe07e6219f16133a,telephone,-8.0,2021-04
0daaece79628b919f1ab128fbe07e6219f16133a,telephone,-8.0,2021-05
0daaece79628b919f1ab128fbe07e6219f16133a,utilities,-76.0,2021-03
0daaece79628b919f1ab128fbe07e6219f16133a,utilities,-76.0,2021-04
0daaece79628b919f1ab128fbe07e6219f16133a,utilities,-76.0,2021-05
0e903c3a7d947036cc33f0c885eac55338519ce0,cable,-47.37,2021-03
0e903c3a7d947036cc33f0c885eac55338519ce0,cable,-47.37,2021-04
0e903c3a7d947036cc33f0c885eac55338519ce0,cable,-47.37,2021-05
0e903c3a7d947036cc33f0c885eac55338519ce0,groceries,-719.0999999999998,2021-03
0e903c3a7d947036cc33f0c885eac55338519ce0,groceries,-341.2100000000001,2021-04
0e903c3a7d947036cc33f0c885eac55338519ce0,groceries,-429.1,2021-05
0e903c3a7d947036cc33f0c885eac55338519ce0,insurance,-22.11,2021-03
0e903c3a7d947036cc33f0c885eac55338519ce0,insurance,-22.11,2021-04
0e903c3a7d947036cc33f0c885eac55338519ce0,insurance,-22.11,2021-05
0e903c3a7d947036cc33f0c885eac55338519ce0,loans,-258.39,2021-03
0e903c3a7d947036cc33f0c885eac55338519ce0,loans,-258.39,2021-04
0e903c3a7d947036cc33f0c885eac55338519ce0,loans,-258.39,2021-05
0e903c3a7d947036cc33f0c885eac55338519ce0,mortgages,-808.97,2021-03
0e903c3a7d947036cc33f0c885eac55338519ce0,mortgages,-808.97,2021-04
0e903c3a7d947036cc33f0c885eac55338519ce0,mortgages,-808.97,2021-05
0e903c3a7d947036cc33f0c885eac55338519ce0,other-income,3.3200000000000003,2021-03
0e903c3a7d947036cc33f0c885eac55338519ce0,other-income,3.3200000000000003,2021-04
0e903c3a7d947036cc33f0c885eac55338519ce0,other-income,3.3200000000000003,2021-05
0e903c3a7d947036cc33f0c885eac55338519ce0,paychecks,2580.01,2021-03
0e903c3a7d947036cc33f0c885eac55338519ce0,paychecks,2580.01,2021-04
0e903c3a7d947036cc33f0c885eac55338519ce0,paychecks,2580.01,2021-05
0e903c3a7d947036cc33f0c885eac55338519ce0,restaurants,-218.78,2021-03
0e903c3a7d947036cc33f0c885eac55338519ce0,restaurants,-65.44,2021-04
0e903c3a7d947036cc33f0c885eac55338519ce0,restaurants,-181.61,2021-05
0e903c3a7d947036cc33f0c885eac55338519ce0,service,-5.0,2021-03
0e903c3a7d947036cc33f0c885eac55338519ce0,service,-5.0,2021-04
0e903c3a7d947036cc33f0c885eac55338519ce0,service,-5.0,2021-05
0e903c3a7d947036cc33f0c885eac55338519ce0,taxes,-156.56,2021-03
0e903c3a7d947036cc33f0c885eac55338519ce0,taxes,-156.56,2021-04
0e903c3a7d947036cc33f0c885eac55338519ce0,taxes,-156.56,2021-05
0e903c3a7d947036cc33f0c885eac55338519ce0,telephone,-14.72,2021-03
0e903c3a7d947036cc33f0c885eac55338519ce0,telephone,-14.72,2021-04
0e903c3a7d947036cc33f0c885eac55338519ce0,telephone,-14.72,2021-05
0e903c3a7d947036cc33f0c885eac55338519ce0,utilities,-234.31,2021-03
0e903c3a7d947036cc33f0c885eac55338519ce0,utilities,-234.31,2021-04
0e903c3a7d947036cc33f0c885eac55338519ce0,utilities,-234.31,2021-05
128f4e55bbda2b719a84b82ada3f54f9c363f65b,groceries,-757.0600000000002,2021-03
128f4e55bbda2b719a84b82ada3f54f9c363f65b,groceries,-713.3000000000002,2021-04
128f4e55bbda2b719a84b82ada3f54f9c363f65b,groceries,-573.9399999999998,2021-05
128f4e55bbda2b719a84b82ada3f54f9c363f65b,mortgages,-1292.44,2021-03
128f4e55bbda2b719a84b82ada3f54f9c363f65b,mortgages,-1292.44,2021-04
128f4e55bbda2b719a84b82ada3f54f9c363f65b,mortgages,-1292.44,2021-05
128f4e55bbda2b719a84b82ada3f54f9c363f65b,paychecks,6540.98,2021-03
128f4e55bbda2b719a84b82ada3f54f9c363f65b,paychecks,6540.98,2021-04
128f4e55bbda2b719a84b82ada3f54f9c363f65b,paychecks,6540.98,2021-05
128f4e55bbda2b719a84b82ada3f54f9c363f65b,restaurants,-505.28,2021-03
128f4e55bbda2b719a84b82ada3f54f9c363f65b,restaurants,-389.76,2021-04
128f4e55bbda2b719a84b82ada3f54f9c363f65b,restaurants,-348.62,2021-05
128f4e55bbda2b719a84b82ada3f54f9c363f65b,service,-3.0,2021-03
128f4e55bbda2b719a84b82ada3f54f9c363f65b,service,-3.0,2021-04
128f4e55bbda2b719a84b82ada3f54f9c363f65b,service,-3.0,2021-05
128f4e55bbda2b719a84b82ada3f54f9c363f65b,telephone,-44.03,2021-03
128f4e55bbda2b719a84b82ada3f54f9c363f65b,telephone,-44.03,2021-04
128f4e55bbda2b719a84b82ada3f54f9c363f65b,telephone,-44.03,2021-05
128f4e55bbda2b719a84b82ada3f54f9c363f65b,utilities,-93.0,2021-03
128f4e55bbda2b719a84b82ada3f54f9c363f65b,utilities,-93.0,2021-04
128f4e55bbda2b719a84b82ada3f54f9c363f65b,utilities,-93.0,2021-05
18cd242398e340508f2b8b6acf0403bd3471e72a,cable,-13.37,2021-03
18cd242398e340508f2b8b6acf0403bd3471e72a,cable,-13.37,2021-04
